ID,Name,Conf,Disabled,Campaigns,IconOverride,SkinGroupId,ObtainType,ObtainTypeCN,LastChance,MasterSkin,PetSkin,PetSkin2,PriceClubCoins,PriceStarPoints,PriceBling,PriceGems,DiscountPriceGems,PriceCoins,Rarity,TID,ShopTID,Features,CommunityCredit,MaterialsFile,BlueTexture,RedTexture,BlueSpecular,RedSpecular,OutlineShader,PackOfferAnimOverride,BattleIntroXOffset,BattleIntroZOffset,BattleIntroVFX,DisableCatalogRelease,CatalogPreRequirementSkin,CatalogNewDaysAdjustment,NotInCatalogTID
572,WeaponThrowerEmperor,WeaponThrowerEmperor,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_CAESAR_BRONSON_SKIN,TID_CAESAR_BRONSON_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,bronson_emperor_tex.pvr,bronson_emperor_tex.pvr,bronson_emperor_tex.pvr,bronson_emperor_tex.pvr,,,,,,,,,
573,BossBotOld,BossBotOld,,,,,,,,,,,,,,,,,,,,,,,bossbot_tex.pvr,bossbot_tex.pvr,bossbot_tex.pvr,bossbot_tex.pvr,,,,,,,,,
574,MeleeBotOld,MeleeBotOld,,,,,,,,,,,,,,,,,,,,,,,meleebot_tex.pvr,meleebot_tex.pvr,meleebot_tex.pvr,meleebot_tex.pvr,,,,,,,,,
575,RangedBotOld,RangedBotOld,,,,,,,,,,,,,,,,,,,,,,,rangedbot_tex.pvr,rangedbot_tex.pvr,rangedbot_tex.pvr,rangedbot_tex.pvr,,,,,,,,,
576,MeleeFastBotOld,MeleeFastBotOld,,,,,,,,,,,,,,,,,,,,,,,fastmeleebot_tex.pvr,fastmeleebot_tex.pvr,fastmeleebot_tex.pvr,fastmeleebot_tex.pvr,,,,,,,,,
578,,,,OUTLAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,StickyBombRabbit,StickyBombRabbit,,LUNAREVENT,,,,,,,,,,,2750,79,69,,SUPER_RARE,TID_MOON_FESTIVAL_SQUEAK_SKIN,TID_MOON_FESTIVAL_SQUEAK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,squeak_rabbit_tex.pvr,squeak_rabbit_tex.pvr,squeak_rabbit_tex.pvr,squeak_rabbit_tex.pvr,,,,,,,,,
580,AssaultShotgunGold,AssaultShotgunGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_GRIFF_SKIN,TID_TRUE_GOLD_GRIFF_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,griff_gold_tex.pvr,griff_gold_tex.pvr,griff_gold_tex.pvr,griff_gold_tex.pvr,,,,,,,,,
581,AssaultShotgunSilver,AssaultShotgunSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_GRIFF_SKIN,TID_TRUE_SILVER_GRIFF_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,griff_silver_tex.pvr,griff_silver_tex.pvr,griff_silver_tex.pvr,griff_silver_tex.pvr,,,,,,,,,
582,EnragerGold,EnragerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_EDGAR_SKIN,TID_TRUE_GOLD_EDGAR_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,edgar_gold_tex.pvr,edgar_gold_tex.pvr,edgar_gold_tex.pvr,edgar_gold_tex.pvr,,,,,,,,,
583,EnragerSilver,EnragerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_EDGAR_SKIN,TID_TRUE_SILVER_EDGAR_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,edgar_silver_tex.pvr,edgar_silver_tex.pvr,edgar_silver_tex.pvr,edgar_silver_tex.pvr,,,,,,,,,
584,SilencerGold,SilencerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_OTIS_SKIN,TID_TRUE_GOLD_OTIS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,otis_gold_tex.pvr,otis_gold_tex.pvr,otis_gold_tex.pvr,otis_gold_tex.pvr,,,,,,,,,
585,SilencerSilver,SilencerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_OTIS_SKIN,TID_TRUE_SILVER_OTIS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,otis_silver_tex.pvr,otis_silver_tex.pvr,otis_silver_tex.pvr,otis_silver_tex.pvr,,,,,,,,,
586,SnakeOilGold,SnakeOilGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BYRON_SKIN,TID_TRUE_GOLD_BYRON_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,byron_gold_tex.pvr,byron_gold_tex.pvr,byron_gold_tex.pvr,byron_gold_tex.pvr,,,,,,,,,
587,SnakeOilSilver,SnakeOilSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BRYON_SKIN,TID_TRUE_SILVER_BYRON_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,byron_silver_tex.pvr,byron_silver_tex.pvr,byron_silver_tex.pvr,byron_silver_tex.pvr,,,,,,,,,
588,StickyBombGold,StickyBombGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_SQUEAK_SKIN,TID_TRUE_GOLD_SQUEAK_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,squeak_gold_tex.pvr,squeak_gold_tex.pvr,squeak_gold_tex.pvr,squeak_gold_tex.pvr,,,,,,,,,
589,StickyBombSilver,StickyBombSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_SQUEAK_SKIN,TID_TRUE_SILVER_SQUEAK_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,squeak_silver_tex.pvr,squeak_silver_tex.pvr,squeak_silver_tex.pvr,squeak_silver_tex.pvr,,,,,,,,,
590,HealingStationBroker,HealingStationBroker,,,,,,,,,,,,,,,,,,,,,,,pam_broker_turret_tex.pvr,pam_broker_turret_tex.pvr,pam_broker_turret_tex.pvr,pam_broker_turret_tex.pvr,,,,,,,,,
591,UndertakerChromaLight,UndertakerChromaLight,,MECHA,,1,,,,,,,,,,49,,,LEGENDARY,TID_LIGHT_MECHA_MORTIS_SKIN,TID_LIGHT_MECHA_MORTIS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,,,,,,,,,,,UndertakerMecha,,
592,UndertakerChromaDark,UndertakerChromaDark,,MECHA,,1,,,,,,,,,,49,,,LEGENDARY,TID_DARK_MECHA_MORTIS_SKIN,TID_DARK_MECHA_MORTIS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX,VOICE",,,,,,,,,,,,,UndertakerMecha,,
593,KnightPizza,KnightPizza,,CLUBLEAGUE,,,,,,,KnightPetPizza,,2500,,,,,,,TID_BRICK_OVEN_ASH_SKIN,TID_BRICK_OVEN_ASH_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,ash_pizza_tex.pvr,ash_pizza_tex.pvr,ash_pizza_tex.pvr,ash_pizza_tex.pvr,,,,,,,,,
594,KnightPetPizza,KnightPetPizza,,,,,,,,,,,,,,,,,,,,,,,ash_pizza_tex.pvr,ash_pizza_tex.pvr,ash_pizza_tex.pvr,ash_pizza_tex.pvr,,,,,,,,,
595,BarrelBotOmegabox,BarrelBotOmegabox,,LASTBOX,,,4,4,true,,,,,,5000,149,,,EPIC,TID_MEGA_MEGABOX_DARRYL_SKIN,TID_MEGA_MEGABOX_DARRYL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,darryl_omegabox_tex.pvr,darryl_omegabox_tex.pvr,darryl_omegabox_tex.pvr,darryl_omegabox_tex.pvr,,,,,,,,,
596,ShieldTankDefault,ShieldTankDefault,,,,,,,,,,,,,,,,,,,,,,,buster_tex.pvr,buster_tex.pvr,buster_tex.pvr,buster_tex.pvr,,,,,,,,,
597,CrossBomberFranken,CrossBomberFranken,,BRAWLOWEEN,,,4,4,,,,,,,5000,149,,,EPIC,TID_GHOST_TRAIN_GROM_SKIN,TID_GHOST_TRAIN_GROM_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,grom_franken_tex.pvr,grom_franken_tex.pvr,grom_franken_tex.pvr,grom_franken_tex.pvr,,,,,,,,,
598,PercenterInspector,PercenterInspector,,RANKED,,,,,,,MechanicTurretTanuki,,,,5000,149,,,EPIC,TID_GHOST_TRAIN_COLETTE_SKIN,TID_GHOST_TRAIN_COLETTE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,colette_ghost_tex.pvr,colette_ghost_tex.pvr,colette_ghost_tex.pvr,colette_ghost_tex.pvr,,,100,-700,,,,,
599,ArtilleryDudeZombie,ArtilleryDudeZombie,,BRAWLPASS,,,7,7,,,ArtilleryDudeTurretZombie,ArtilleryDudeCoverDefault,,,5000,149,,,EPIC,TID_GHOST_METRO_PENNY_SKIN,TID_GHOST_METRO_PENNY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,penny_ghost_tex.pvr,penny_ghost_tex.pvr,penny_ghost_tex.pvr,penny_ghost_tex.pvr,,,,,,,,,
600,ArtilleryDudeTurretZombie,ArtilleryDudeTurretZombie,,,,,,,,,,,,,,,,,,,,,,,penny_ghost_tex.pvr,penny_ghost_tex.pvr,penny_ghost_tex.pvr,penny_ghost_tex.pvr,,,,,,,,,
601,RocketGirlGhost,RocketGirlGhost,,BRAWLOWEEN,,,4,4,,,,,,,1000,29,,,RARE,TID_ZOMBIE_BROCK_SKIN,TID_ZOMBIE_BROCK_SKIN_SHOP,"MODEL,TEXTURE",,,brock_ghost_tex.pvr,brock_ghost_tex.pvr,brock_ghost_tex.pvr,brock_ghost_tex.pvr,,,,,,,,,
602,BlackHoleWorldfinal,BlackHoleWorldfinal,,WF_2022,,,4,4,,,,,,,5000,149,,,EPIC,TID_BSWF22_TARA_SKIN,TID_BSWF22_TARA_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,tara_world_finals_tex.pvr,tara_world_finals_tex.pvr,tara_world_finals_tex.pvr,tara_world_finals_tex.pvr,,,,,,,,,
603,JetpackGirlTopgun,JetpackGirlTopgun,,ACTION,,,,,,,,,,,1000,29,,,RARE,TID_TOPGUN_JANET_SKIN,TID_TOPGUN_JANET_SKIN_SHOP,"MODEL,TEXTURE",,,janet_topgunny_tex.pvr,janet_topgunny_tex.pvr,janet_topgunny_tex.pvr,janet_topgunny_tex.pvr,,,,,,,,,
604,ShieldTankChainsaw,ShieldTankChainsaw,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_CHAINSAW_BUSTER_SKIN,TID_CHAINSAW_BUSTER_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,buster_ash_tex.pvr,buster_ash_tex.pvr,buster_ash_tex.pvr,buster_ash_tex.pvr,,,,,,,,,
605,JesterDefault,JesterDefault,,,,,,,,,,,,,,,,,,,,,,,chester_tex.pvr,chester_tex.pvr,chester_tex.pvr,chester_tex.pvr,,,,,,,,,
608,DoorManDefault,DoorManDefault,,,,,,,,,,,,,,,,,,,,,,,gray_tex.pvr,gray_tex.pvr,gray_tex.pvr,gray_tex.pvr,,,,,,,,,
609,KnightPinata,KnightPinata,,RANKED,,,3,3,,,KnightPetPinata,,,,5000,149,,,EPIC,TID_PINATA_ASH_SKIN,TID_PINATA_ASH_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,ash_pinata_tex.pvr,ash_pinata_tex.pvr,ash_pinata_tex.pvr,ash_pinata_tex.pvr,,,,,,,,,
610,KnightPetPinata,KnightPetPinata,,,,,,,,,,,,,,,,,,,,,,,ash_pinata_tex.pvr,ash_pinata_tex.pvr,ash_pinata_tex.pvr,ash_pinata_tex.pvr,,,,,,,,,
611,BeamerDefault,BeamerDefault,,,,,,,,,,,,,,,,,,,,,,,mandy_tex.pvr,mandy_tex.pvr,mandy_tex.pvr,mandy_tex.pvr,,,,,,,,,
614,KnightPetKrampus,KnightPetKrampus,,,,,,,,,,,,,,,,,,,,,,,ash_krampus_tex.pvr,ash_krampus_tex.pvr,ash_krampus_tex.pvr,ash_krampus_tex.pvr,,,,,,,,,
617,,,,CANDYLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,ShamanPetGummybear,ShamanPetGummybear,,,,,,,,,,,,,,,,,,,,,,,nita_gummybear_bear_tex.pvr,nita_gummybear_bear_tex.pvr,nita_gummybear_bear_tex.pvr,nita_gummybear_bear_tex.pvr,,,,,,,,,
619,BeamerLavaQueen,BeamerLavaQueen,,BRAWLPASS,,,7,7,,,,,,,5000,149,,,EPIC,TID_MAGMA_MANDY_SKIN,TID_MAGMA_MANDY_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,mandy_lava_tex.pvr,mandy_lava_tex.pvr,mandy_lava_tex.pvr,mandy_lava_tex.pvr,,,,,,,,,
620,JesterGhost,JesterGhost,,,,,,,,,,,,,1000,29,,,RARE,TID_DARK_CHESTER_SKIN,TID_DARK_CHESTER_SKIN_SHOP,"MODEL,TEXTURE",,,chester_ghostly_tex.pvr,chester_ghostly_tex.pvr,chester_ghostly_tex.pvr,chester_ghostly_tex.pvr,,,,,,,,,
621,AssaultShotgunArcade,AssaultShotgunArcade,,LNY,,,4,4,,,,,,,2750,79,,,SUPER_RARE,TID_ARCADE_GRIFF_SKIN,TID_ARCADE_GRIFF_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,griff_arcade_tex.pvr,griff_arcade_tex.pvr,griff_arcade_tex.pvr,griff_arcade_tex.pvr,,,,,,,,,
622,FleaBiker,FleaBiker,,LNY,,,4,4,,,FleaBigEggBiker,FleaPetBiker,,,5000,149,,,EPIC,TID_RIDER_EVE_SKIN,TID_RIDER_EVE_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,eve_biker_tex.pvr,eve_biker_tex.pvr,eve_biker_tex.pvr,eve_biker_tex.pvr,,,,,,,,,
623,ShotgunGirloldschool,ShotgunGirloldschool,,ANNIVERSARY2022,,,4,4,true,,,,,,1000,29,,,RARE,TID_CLASSIC_SHELLY_SKIN,TID_CLASSIC_SHELLY_SKIN_SHOP,"MODEL,TEXTURE",,,shelly_xmas_tex.pvr,shelly_xmas_tex.pvr,shelly_xmas_tex.pvr,shelly_xmas_tex.pvr,,,,,,,,,
624,BeamerMC,BeamerMC,,,,,,,,,,,,,1000,29,,,RARE,TID_MC_MANDY_SKIN,TID_MC_MANDY_SKIN_SHOP,"MODEL,TEXTURE",,,mandy_mc_tex.pvr,mandy_mc_tex.pvr,mandy_mc_tex.pvr,mandy_mc_tex.pvr,,,,,,,,,
625,DoorManRunaway,DoorManRunaway,,,,,,,,,,,,,1000,29,,,RARE,TID_RUNAWAY_GRAY_SKIN,TID_RUNAWAY_GRAY_SKIN_SHOP,"MODEL,TEXTURE",,,gray_runaway_tex.pvr,gray_runaway_tex.pvr,gray_runaway_tex.pvr,gray_runaway_tex.pvr,,,,,,,,,
626,SoulCollectorworldfinals,SoulCollectorworldfinals,,WC_2022,,,4,4,,,,,,,5000,149,,,EPIC,TID_WF_GUS_SKIN,TID_WF_GUS_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,gus_worldfinals_tex.pvr,gus_worldfinals_tex.pvr,gus_worldfinals_tex.pvr,gus_worldfinals_tex.pvr,,,,,,,,,
627,FleaPetBiker,FleaPetBiker,,,,,,,,,,,,,,,,,,,,,,,eve_biker_tex.pvr,eve_biker_tex.pvr,eve_biker_tex.pvr,eve_biker_tex.pvr,,,,,,,,,
628,FleaBigEggBiker,FleaBigEggBiker,,,,,,,,,,,,,,,,,,,,,,,eve_biker_tex.pvr,eve_biker_tex.pvr,eve_biker_tex.pvr,eve_biker_tex.pvr,,,,,,,,,
629,WeaponThrowerValentines,WeaponThrowerValentines,,BRAWLENTINES,,,,,,,,,,,1000,29,,,RARE,TID_TEDDY_SAM_SKIN,TID_TEDDY_SAM_SKIN_SHOP,"MODEL,TEXTURE",,,bronson_valentines_tex.pvr,bronson_valentines_tex.pvr,bronson_valentines_tex.pvr,bronson_valentines_tex.pvr,,,,,,,,,
630,HammerDudeknight,HammerDudeknight,,SC_MAKE,,,3,3,,,,,,,5000,149,,,EPIC,TID_SPIRIT_KNIGHT_FRANK_SKIN,TID_SPIRIT_KNIGHT_FRANK_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",Winkyxsq,,frank_make_tex.pvr,frank_make_tex.pvr,frank_make_tex.pvr,frank_make_tex.pvr,,,,,,,,,
634,SilencerOniAddonStarfish,SilencerOniAddonStarfish,,,,,,,,,,,,,,,,,,,,,,,otis_oni_tex.pvr,otis_oni_tex.pvr,otis_oni_tex.pvr,otis_oni_tex.pvr,,,,,,,,,
637,SniperMariposa,SniperMariposa,,RANKED,,,3,3,,,,,,,5000,149,,,EPIC,TID_MARIPOSA_PIPER_SKIN,TID_MARIPOSA_PIPER_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,piper_noir_tex.pvr,piper_noir_tex.pvr,piper_noir_tex.pvr,piper_noir_tex.pvr,,,-200,-100,,,,,
638,SplitterDefault,SplitterDefault,,,,,,,,,SplitterLegsDefault,,,,,,,,,,,,,,rt_tex.pvr,rt_tex.pvr,rt_tex.pvr,rt_tex.pvr,,,,,,,,,
639,SplitterLegsDefault,SplitterLegsDefault,,,,,,,,,,,,,,,,,,,,,,,rt_tex.pvr,rt_tex.pvr,rt_tex.pvr,rt_tex.pvr,,,,,,,,,
640,PuppeteerDefault,PuppeteerDefault,,,,,,,,,,,,,,,,,,,,,,,willow_tex.pvr,willow_tex.pvr,willow_tex.pvr,willow_tex.pvr,,,,,,,,,
642,,,,HUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,JetpackGirlPopstar,JetpackGirlPopstar,,,,,3,3,,,,,,,2750,79,,,SUPER_RARE,TID_POPSTAR_JANET_SKIN,TID_POPSTAR_JANET_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,janet_popstar_tex.pvr,janet_popstar_tex.pvr,janet_popstar_tex.pvr,janet_popstar_tex.pvr,,,,,,,,,
644,ControllerEaster,ControllerEaster,,BUNNY_BRIGADE,,,3,3,,,,,,,2750,79,,,SUPER_RARE,TID_BELL_NANI_SKIN,TID_BELL_NANI_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,nani_easter_tex.pvr,nani_easter_tex.pvr,nani_easter_tex.pvr,nani_easter_tex.pvr,,,,,,,,,
645,ControllerEasterAddon,ControllerEasterAddon,,,,,,,,,ControllerEaster,,,,,,,,,,,,,,nani_easter_tex.pvr,nani_easter_tex.pvr,nani_easter_tex.pvr,nani_easter_tex.pvr,,,,,,,,,
646,WhirlwindRamadan,WhirlwindRamadan,,LANTERN,,,3,3,,,,,,,5000,149,,,EPIC,TID_MAGIC_CARPET_CARL_SKIN,TID_MAGIC_CARPET_CARL_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,carl_ramandan_tex.pvr,carl_ramandan_tex.pvr,carl_ramandan_tex.pvr,carl_ramandan_tex.pvr,,,,,,,,,
647,DoorManDoorManDetectiveChroma,DoorManDoorManDetectiveChroma,,HUB,,,,,,,,,,,1000,29,,,RARE,TID_DETECTIVE_GRAY_NOIR_SKIN,TID_DETECTIVE_GRAY_NOIR_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,gray_investigator_chroma_tex.pvr,gray_investigator_chroma_tex.pvr,gray_investigator_chroma_tex.pvr,gray_investigator_chroma_tex.pvr,,,-200,,,,DoorManDetective,,
648,SplitterCultist,SplitterCultist,,BRAWLPASS,,,7,7,,,SplitterLegsCultist,,,,5000,149,,,EPIC,TID_CRIMSON_RT_SKIN,TID_CRIMSON_RT_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,rt_cultist_tex.pvr,rt_cultist_tex.pvr,rt_cultist_tex.pvr,rt_cultist_tex.pvr,,,,,,,,,
649,SplitterPolice,SplitterPolice,,,,,,,,,SplitterLegsPolice,,,,1000,29,,,RARE,TID_ROTOCOP_SKIN,TID_ROTOCOP_SKIN_SHOP,"MODEL,TEXTURE",,,rt_police_tex.pvr,rt_police_tex.pvr,rt_police_tex.pvr,rt_police_tex.pvr,,,,,,,,,
650,PuppeteerAxl,PuppeteerAxl,,,,,,,,,,,,,1000,29,,,RARE,TID_AXL_WILLOW_SKIN,TID_AXL_WILLOW_SHOP,"MODEL,TEXTURE",,,willow_axl_tex.pvr,willow_axl_tex.pvr,willow_axl_tex.pvr,willow_axl_tex.pvr,,,,,,,,,
651,BeamerGold,BeamerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_MANDY_SKIN,TID_TRUE_GOLD_MANDY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,mandy_gold_tex.pvr,mandy_gold_tex.pvr,mandy_gold_tex.pvr,mandy_gold_tex.pvr,,,,,,,,,
652,SplitterLegsCultist,SplitterLegsCultist,,,,,,,,,,,,,,,,,,,,,,,rt_cultist_tex.pvr,rt_cultist_tex.pvr,rt_cultist_tex.pvr,rt_cultist_tex.pvr,,,,,,,,,
653,SplitterLegsPolice,SplitterLegsPolice,,,,,,,,,,,,,,,,,,,,,,,rt_police_tex.pvr,rt_police_tex.pvr,rt_police_tex.pvr,rt_police_tex.pvr,,,,,,,,,
654,BeamerSilver,BeamerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_MANDY_SKIN,TID_TRUE_SILVER_MANDY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,mandy_silver_tex.pvr,mandy_silver_tex.pvr,mandy_silver_tex.pvr,mandy_silver_tex.pvr,,,,,,,,,
655,ShieldTankGold,ShieldTankGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_BUSTER_SKIN,TID_TRUE_GOLD_BUSTER_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials.scw,buster_gold_tex.pvr,buster_gold_tex.pvr,buster_gold_tex.pvr,buster_gold_tex.pvr,,,,,,,,,
656,ShieldTankSilver,ShieldTankSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_BUSTER_SKIN,TID_TRUE_SILVER_BUSTER_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials.scw,buster_silver_tex.pvr,buster_silver_tex.pvr,buster_silver_tex.pvr,buster_silver_tex.pvr,,,,,,,,,
657,SoulCollectorGold,SoulCollectorGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_GUS_SKIN,TID_TRUE_GOLD_GUS_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,gus_gold_tex.pvr,gus_gold_tex.pvr,gus_gold_tex.pvr,gus_gold_tex.pvr,,,,,,,,,
658,SoulCollectorSilver,SoulCollectorSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_GUS_SKIN,TID_TRUE_SILVER_GUS_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,gus_silver_tex.pvr,gus_silver_tex.pvr,gus_silver_tex.pvr,gus_silver_tex.pvr,,,,,,,,,
659,JesterGold,JesterGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_CHESTER_SKIN,TID_TRUE_GOLD_CHESTER_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,chester_gold_tex.pvr,chester_gold_tex.pvr,chester_gold_tex.pvr,chester_gold_tex.pvr,,,,,,,,,
660,JesterSilver,JesterSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_CHESTER_SKIN,TID_TRUE_SILVER_CHESTER_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,chester_silver_tex.pvr,chester_silver_tex.pvr,chester_silver_tex.pvr,chester_silver_tex.pvr,,,,,,,,,
661,WeaponThrowerGold,WeaponThrowerGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_SAM_SKIN,TID_TRUE_GOLD_SAM_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,bronson_gold_tex.pvr,bronson_gold_tex.pvr,bronson_gold_tex.pvr,bronson_gold_tex.pvr,,,,,,,,,
662,WeaponThrowerSilver,WeaponThrowerSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_SAM_SKIN,TID_TRUE_SILVER_SAM_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,bronson_silver_tex.pvr,bronson_silver_tex.pvr,bronson_silver_tex.pvr,bronson_silver_tex.pvr,,,,,,,,,
663,DoorManGold,DoorManGold,,GOLD,,,,,,,,,,,,,,25000,COLLECTORS,TID_TRUE_GOLD_GRAY_SKIN,TID_TRUE_GOLD_GRAY_SKIN_SHOP,"MODEL,TEXTURE",,gold_materials_clip.scw,gray_gold_tex.pvr,gray_gold_tex.pvr,gray_gold_tex.pvr,gray_gold_tex.pvr,,,,,,,,,
664,DoorManSilver,DoorManSilver,,SILVER,,,,,,,,,,,,,,10000,COLLECTORS,TID_TRUE_SILVER_GRAY_SKIN,TID_TRUE_SILVER_GRAY_SKIN_SHOP,"MODEL,TEXTURE",,silver_materials_clip.scw,gray_silver_tex.pvr,gray_silver_tex.pvr,gray_silver_tex.pvr,gray_silver_tex.pvr,,,,,,,,,
666,ClusterBombPetCerberus,ClusterBombPetCerberus,,,,,,,,,,,,,,,,,,,,,,,tick_cerberus_tex_face.pvr,tick_cerberus_tex_face.pvr,tick_cerberus_tex_face.pvr,tick_cerberus_tex_face.pvr,,,,,,,,,
669,MummyHarajuku,MummyHarajuku,,GOLDENWEEK,,,3,3,,,,,,,2750,79,,,SUPER_RARE,TID_HARAJUKU_EMZ_SKIN,TID_HARAJUKU_EMZ_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,emz_harajuku_tex.pvr,emz_harajuku_tex.pvr,emz_harajuku_tex.pvr,emz_harajuku_tex.pvr,,,-150,,,,,,
670,ControllerAresAddon,ControllerAresAddon,,,,,,,,,ControllerAres,,,,,,,,,,,,,,nani_ares_tex.pvr,nani_ares_tex.pvr,nani_ares_tex.pvr,nani_ares_tex.pvr,,,,,,,,,
671,BaseballBubblegum,BaseballBubblegum,,,,,3,3,,,,,,,1000,29,,,RARE,TID_BUBBLEGUM_BIBI_SKIN,TID_BUBBLEGUM_BIBI_SKIN_SHOP,"MODEL,TEXTURE",,,bibi_bubblegum_tex.pvr,bibi_bubblegum_tex.pvr,bibi_bubblegum_tex.pvr,bibi_bubblegum_tex.pvr,,,,,,,,,
672,NinjaCat,NinjaCat,,,,,3,3,,,,,,,1000,29,,,RARE,TID_CAT_LEON_SKIN,TID_CAT_LEON_SKIN_SHOP,"MODEL,TEXTURE",,,leon_cat_tex.pvr,leon_cat_tex.pvr,leon_cat_tex.pvr,leon_cat_tex.pvr,,,,,,,,,
673,MechaDudeJaguar,MechaDudeJaguar,,RANKED,,,3,3,,,MechaDudeBigJaguar,MechaDudeReloadTowerDefault,,,5000,149,,,EPIC,TID_JAGUAR_MEG_SKIN,TID_JAGUAR_MEG_SKIN_SHOP,"MODEL,TEXTURE,ANIM,VFX",,,meg_jaguar_tex.pvr,meg_jaguar_tex.pvr,meg_jaguar_tex.pvr,meg_jaguar_tex.pvr,,,-150,-100,,,,,
